Serial No.,Date,Product ID,Demand,Inventory
559,2022-06-01 22:16:35.859585958,97,19,571
560,2023-05-21 05:03:09.018901888,90,365,204
561,2023-03-13 06:59:56.759675968,2,373,895
562,2022-01-10 15:17:13.663366336,79,565,718
563,2022-10-18 01:23:31.701170116,36,261,122
564,2023-09-07 13:48:39.531953192,48,159,961
565,2023-09-02 04:09:00.054005400,88,348,346
566,2023-05-17 23:57:24.464446440,63,737,982
567,2022-06-23 16:25:29.432943294,60,511,394
568,2022-12-09 07:56:58.541854184,62,15,205
569,2023-03-28 14:57:21.224122408,25,133,762
570,2022-01-08 03:42:47.416741674,37,2,523
571,2022-07-08 06:51:35.589558956,4,916,308
572,2023-10-13 17:08:15.769576952,35,193,249
573,2023-09-05 03:59:21.116111608,40,71,399
574,2023-06-18 18:09:10.855085504,90,337,394
575,2022-01-30 06:37:20.144014401,78,181,619
576,2022-12-21 00:17:51.467146712,34,447,318
577,2023-10-23 04:55:13.771377136,5,925,482
578,2022-12-29 01:02:12.853285328,22,476,149
579,2022-04-17 03:39:45.958595860,68,226,274
580,2022-07-22 17:47:26.084608460,28,220,686
581,2023-06-19 09:55:21.332133208,61,311,173
582,2022-07-19 02:10:54.545454544,7,777,188
583,2023-04-13 05:55:17.011701168,67,38,164
584,2023-10-15 00:40:36.723672368,17,3,163
585,2022-04-11 10:59:35.157515751,27,419,379
586,2023-02-24 10:14:47.848784880,92,787,578
587,2022-11-02 05:50:40.504050404,90,206,745
588,2023-08-03 05:45:29.432943296,31,442,157
589,2022-06-01 06:30:25.382538254,91,468,992
590,2023-03-01 09:23:40.342034200,85,18,578
591,2022-10-28 13:42:19.333933392,54,506,943
592,2023-09-12 12:57:32.025202520,42,16,747
593,2023-08-30 09:34:02.484248424,9,30,123
594,2023-05-29 19:48:33.051305128,5,320,996
595,2022-06-26 02:14:47.848784878,52,869,399
596,2022-06-30 16:38:01.188118812,81,496,131
597,2022-03-18 08:46:30.999099910,83,106,509
598,2022-09-01 23:46:10.477047704,37,186,966
599,2022-07-17 04:37:30.945094508,96,205,259
600,2022-02-28 14:59:48.118811881,77,360,214
601,2023-09-26 15:07:43.366336632,61,678,920
602,2023-10-17 10:29:55.139513952,94,176,333
603,2023-06-16 01:19:21.116111608,11,586,868
604,2022-08-27 03:35:44.014401440,43,429,177
605,2023-09-01 08:52:33.915391536,47,876,681
606,2023-07-21 07:37:23.384338432,17,657,245
607,2023-12-06 12:29:27.056705672,66,675,952
608,2023-05-26 14:42:48.496849680,20,818,416
609,2023-05-29 18:03:25.220522048,56,654,704
610,2023-03-20 03:42:12.853285328,3,435,717
611,2023-01-01 14:53:36.561656164,94,959,159
612,2022-11-03 15:08:09.288928892,4,833,342
613,2023-09-09 21:52:50.117011696,47,370,895
614,2022-08-22 13:12:30.675067508,33,774,151
615,2023-09-29 16:43:12.259225920,50,119,573
616,2022-05-23 05:14:14.365436544,22,186,275
617,2022-09-03 16:04:10.585058504,90,22,976
618,2023-10-26 20:31:45.310531048,50,841,959
619,2022-07-16 09:21:04.806480648,7,269,76
620,2023-01-11 04:25:42.394239424,5,277,868
621,2023-01-23 03:47:06.642664264,99,208,375
622,2023-07-14 19:40:46.444644464,65,54,601
623,2022-10-24 22:05:47.794779476,85,293,60
624,2022-07-27 06:25:31.593159316,34,694,294
625,2023-08-14 02:49:56.219621960,25,347,905
626,2023-04-13 04:10:09.180918088,70,681,93
627,2023-07-27 16:03:44.662466248,19,839,636
628,2023-10-13 15:23:07.938793880,91,901,499
629,2023-07-17 23:01:23.168316832,68,203,75
630,2023-10-05 16:23:54.383438344,63,733,420
631,2023-12-27 11:21:54.491449144,12,670,722
632,2022-10-17 00:51:42.070207020,5,814,257
633,2023-08-29 17:47:52.007200720,81,163,858
634,2022-10-16 17:51:10.747074708,81,883,457
635,2022-12-27 22:45:15.391539152,77,554,992
636,2022-12-20 08:31:40.990099008,10,11,137
637,2023-08-31 04:50:28.622862288,19,624,571
638,2023-02-10 16:50:15.661566156,27,578,714
639,2022-02-11 11:14:07.884788478,32,467,492
640,2022-08-11 07:22:24.734473448,77,97,261
641,2022-10-23 07:32:55.517551756,15,674,86
642,2023-09-19 06:09:32.457245720,81,718,952
643,2022-12-18 17:58:48.712871288,19,46,365
644,2023-03-10 03:39:20.036003600,8,864,622
645,2022-02-16 12:08:08.208820882,74,343,205
646,2022-01-19 16:33:24.680468046,73,49,542
647,2023-07-23 17:26:41.800180016,29,879,638
648,2023-02-03 07:52:04.752475248,62,910,985
649,2022-08-05 16:27:21.764176416,22,229,21
650,2023-05-16 04:09:08.694869488,19,140,900
651,2022-08-01 05:34:24.086408640,89,996,362
652,2022-03-21 01:36:20.738073807,6,31,567
653,2022-08-03 15:23:42.502250224,43,295,834
654,2022-09-26 19:30:32.943294328,22,606,181
655,2023-06-09 01:06:49.360936096,39,945,96
656,2023-10-25 00:43:29.540954096,47,466,119
657,2023-01-15 15:18:40.072007200,83,291,204
658,2022-09-18 06:30:16.741674168,32,745,437
659,2023-03-11 04:11:09.666966696,18,68,172
660,2023-09-15 02:17:06.102610256,69,676,353
661,2022-08-18 23:21:06.966696668,49,523,535
662,2022-02-20 23:01:05.886588658,26,244,289
663,2023-12-04 07:55:32.133213320,28,158,442
664,2023-11-30 11:03:37.101710168,60,912,871
665,2023-08-08 18:55:24.572457248,16,303,78
666,2023-01-13 19:30:24.302430240,17,963,704
667,2023-10-10 10:17:23.384338432,82,136,510
668,2022-11-02 05:50:40.504050404,90,165,108
669,2022-08-13 06:40:56.165616560,26,404,439
670,2022-12-26 06:27:15.283528352,82,645,702
671,2023-08-15 03:21:45.850585056,76,625,587
672,2022-12-02 18:15:13.771377136,27,203,382
673,2022-11-24 14:00:36.723672368,75,281,850
674,2022-05-05 14:57:47.146714672,49,508,809
675,2023-12-12 15:40:24.842484248,81,522,368
676,2023-12-26 16:05:28.352835280,14,897,324
677,2023-02-22 21:27:03.402340232,46,644,98
678,2023-03-03 17:27:50.927092712,3,326,771
679,2023-05-24 22:24:48.388838880,34,629,898
680,2022-01-01 19:16:26.138613861,38,378,697
681,2022-03-23 00:54:52.169216921,23,938,230
682,2023-06-01 09:08:07.128712872,71,479,513
683,2023-11-21 06:17:10.423042304,43,740,645
684,2022-09-27 06:01:19.927992800,54,861,337
685,2022-01-03 06:19:02.754275427,41,968,476
686,2022-04-19 18:44:27.866786678,52,254,72
687,2023-11-12 08:31:15.067506752,71,297,474
688,2023-06-01 05:37:51.467146712,79,895,254
689,2022-07-01 22:25:14.311431142,38,461,16
690,2022-07-14 04:47:09.882988298,65,652,787
691,2022-06-29 09:05:40.234023402,39,49,889
692,2022-02-03 21:00:33.483348334,89,392,58
693,2023-12-05 06:42:13.933393336,48,872,245
694,2023-06-03 13:42:02.052205216,52,364,597
695,2023-11-19 19:14:33.807380736,95,256,134
696,2023-08-23 07:36:22.898289824,56,798,232
697,2022-09-15 06:39:55.679567956,21,382,541
698,2023-01-22 08:30:40.504050404,36,330,287
699,2022-11-07 19:00:35.643564356,10,587,391
700,2023-05-17 11:41:29.648964896,88,124,497
701,2023-08-19 10:44:27.866786680,15,838,407
702,2022-06-13 05:51:49.630963096,30,997,288
703,2022-04-26 18:56:59.621962196,77,750,998
704,2022-09-16 08:56:53.141314132,41,263,108
705,2023-08-07 21:53:50.603060304,87,443,430
706,2022-05-24 09:16:19.657965796,70,228,522
707,2022-01-16 14:57:55.787578757,44,333,87
708,2023-01-01 06:07:57.407740772,15,698,516
709,2022-06-17 07:59:08.154815482,23,998,639
710,2023-08-02 08:43:55.463546352,42,140,820
711,2022-05-22 20:28:35.211521152,79,744,845
712,2023-12-10 14:36:45.580558056,28,624,57
713,2022-07-02 10:41:09.126912690,7,614,660
714,2022-04-19 09:58:48.712871286,54,878,713
715,2023-05-21 06:48:16.849684968,32,255,983
716,2023-02-04 01:23:23.060306028,19,183,815
717,2023-05-24 13:39:09.234923488,97,610,97
718,2023-04-09 09:03:21.980198016,15,849,924
719,2022-12-31 19:37:10.423042304,2,410,179
720,2022-05-08 02:32:13.393339334,43,447,614
721,2023-02-20 11:37:44.986498648,91,375,83
722,2022-12-26 04:42:07.452745272,62,180,581
723,2023-10-13 03:07:13.123312328,4,17,622
724,2023-02-04 18:54:41.368136812,66,326,995
725,2022-11-21 01:54:20.846084608,64,3,155
726,2023-02-03 11:22:20.414041404,39,941,118
727,2023-06-12 07:57:41.746174616,97,739,389
728,2023-12-24 08:01:17.767776776,72,384,852
729,2022-03-19 07:33:12.799279928,55,809,183
730,2022-05-05 23:43:26.300630062,97,895,94
731,2022-12-23 03:06:38.559855984,61,42,186
732,2022-07-21 10:15:05.130513050,1,981,15
733,2022-12-18 05:42:53.897389736,71,17,864
734,2022-02-24 21:38:08.748874887,56,864,464
735,2023-02-23 00:57:19.063906392,90,590,832
736,2022-11-01 22:50:09.180918092,95,429,773
737,2023-06-01 23:09:09.774977496,12,438,489
738,2023-08-20 00:45:30.513051304,23,169,505
739,2022-09-29 00:04:27.866786676,84,187,139
740,2022-07-17 09:52:54.437443744,94,265,679
741,2023-07-28 20:05:49.954995496,59,243,148
742,2023-11-26 14:11:42.070207016,65,40,372
743,2023-02-27 08:20:01.080108008,38,102,227
744,2023-10-16 06:27:49.846984696,18,997,54
745,2023-03-13 15:45:35.913591360,57,644,210
746,2022-10-23 16:18:34.671467144,43,565,649
747,2023-07-14 16:10:30.783078304,93,930,677
748,2023-01-27 02:24:09.504950492,79,2,318
749,2023-07-03 15:35:48.334833480,46,425,721
750,2022-09-13 16:07:03.402340232,56,594,742
751,2022-01-17 20:45:08.910891089,92,240,407
752,2022-10-10 12:55:05.130513052,8,441,69
753,2023-03-25 06:21:21.008100808,46,513,457
754,2022-03-18 05:16:15.337533753,82,702,730
755,2023-04-08 15:32:03.672367232,3,260,270
756,2022-09-20 19:49:50.819081908,32,504,645
757,2022-08-04 15:55:32.133213320,77,986,936
758,2023-06-28 12:56:40.180018000,12,805,113
759,2022-10-01 02:53:14.959495948,82,713,9
760,2023-11-27 21:44:03.024302432,94,772,216
761,2023-01-14 02:30:55.625562556,25,942,447
762,2022-02-09 03:09:57.299729973,54,671,162
763,2023-03-06 06:47:25.004500448,10,298,712
764,2022-10-07 02:33:57.083708372,69,563,157
765,2022-03-26 00:45:13.231323132,36,259,855
766,2022-11-08 19:32:25.274527452,82,331,660
767,2023-07-02 18:34:14.365436544,97,556,651
768,2022-01-23 06:24:48.388838883,56,321,802
769,2022-01-25 00:27:56.327632763,10,398,266
770,2022-07-23 16:34:07.884788478,4,440,61
771,2023-12-31 20:29:44.338433840,30,806,912
772,2023-04-03 00:37:00.702070208,29,724,166
773,2022-02-26 22:41:48.010801080,61,334,662
774,2022-08-14 00:12:14.473447344,86,621,265
775,2022-11-09 09:33:27.920792080,84,52,883
776,2023-11-16 15:53:57.083708368,43,321,181
777,2023-06-19 15:10:44.824482448,83,295,212
778,2023-06-18 00:37:52.547254720,47,595,710
779,2022-09-23 02:08:53.573357336,39,155,243
780,2022-11-28 02:06:52.601260124,58,158,133
781,2022-08-23 15:29:28.136813680,51,172,161
782,2023-06-03 20:42:33.375337536,82,812,771
783,2023-08-30 04:18:38.991899192,55,791,445
784,2023-09-19 02:39:16.795679568,1,275,531
785,2023-11-10 07:27:35.805580560,78,202,627
786,2022-08-08 12:47:27.164716472,65,124,654
787,2023-01-07 00:33:16.039603960,8,831,381
788,2022-10-23 18:03:42.502250224,35,621,316
789,2023-09-18 14:23:21.980198016,80,169,336
790,2023-09-25 14:35:53.735373536,16,856,440
791,2023-07-08 04:13:53.843384336,26,481,548
792,2023-05-07 13:23:44.662466248,81,326,891
793,2022-03-16 12:58:15.229522952,89,163,664
794,2023-01-27 11:09:48.658865884,19,989,901
795,2022-05-12 13:25:11.071107110,89,933,856
796,2022-06-12 17:35:54.815481548,66,594,750
797,2023-12-22 10:27:54.167416736,10,631,97
798,2022-11-12 09:23:48.982898288,96,722,403
799,2023-01-02 01:24:23.546354636,98,741,885
800,2023-08-05 03:18:53.033303328,11,584,609
801,2023-11-29 22:47:42.286228624,38,578,736
802,2023-02-25 16:02:00.972097208,27,474,173
803,2023-08-29 17:47:52.007200720,15,522,736
804,2023-12-25 19:03:54.383438344,94,715,466
805,2023-06-20 03:26:39.639963992,57,863,81
806,2023-02-22 10:56:16.417641760,57,882,254
807,2023-03-16 20:51:20.468046800,87,171,789
808,2023-10-22 16:39:18.955895584,3,158,806
809,2023-10-01 23:02:15.013501352,15,503,45
810,2023-11-08 06:23:56.543654360,19,202,36
811,2022-12-04 03:32:42.556255624,78,735,99
812,2022-08-28 02:22:25.814581456,59,707,536
813,2022-04-12 22:02:11.773177317,46,152,449
814,2023-12-29 12:25:33.753375336,94,443,998
815,2022-06-24 09:56:47.740774076,3,918,553
816,2023-05-15 08:52:42.556255624,86,453,318
817,2022-03-02 23:03:58.703870387,53,576,202
818,2023-11-02 01:27:50.927092704,52,334,350
819,2023-12-29 08:55:18.091809176,67,650,345
820,2023-04-20 09:38:04.428442840,8,889,979
821,2023-04-15 15:44:35.427542752,35,630,112
822,2023-11-10 05:42:27.974797480,3,57,934
823,2022-09-11 01:02:21.494149416,43,278,815
824,2023-02-20 02:52:05.832583256,93,788,233
825,2023-02-16 11:15:34.293429340,46,959,289
826,2023-03-15 16:49:15.175517552,79,185,184
827,2023-07-30 08:53:34.401440144,84,717,727
828,2022-08-14 01:57:22.304230424,45,86,404
829,2022-07-16 16:21:36.129612960,46,141,320
830,2023-04-23 07:43:17.659765976,98,732,972
831,2023-04-30 23:41:59.891989200,81,473,262
832,2023-04-13 18:11:11.827182720,61,508,215
833,2022-12-07 08:38:27.110711072,25,16,118
834,2023-11-14 13:05:09.990999096,41,880,953
835,2022-11-30 15:26:26.678667864,57,104,765
836,2022-06-25 03:28:06.048604860,4,964,591
837,2022-07-22 00:16:07.776777678,76,963,574
838,2022-01-11 10:33:39.801980198,35,394,214
839,2023-01-10 07:24:08.424842484,83,947,847
840,2023-07-10 10:32:56.597659768,29,189,951
841,2023-08-26 21:27:46.606660664,98,848,686
842,2022-12-10 08:28:48.172817280,41,785,379
843,2022-05-23 12:14:45.688568856,79,925,779
844,2022-02-04 12:46:43.960396039,67,218,451
845,2022-05-08 09:32:44.716471646,87,118,65
846,2023-12-06 12:29:27.056705672,16,173,597
847,2023-01-11 18:26:45.040504048,50,904,282
848,2023-05-07 13:23:44.662466248,20,629,396
849,2022-01-28 03:48:33.051305130,40,299,633
850,2022-05-25 16:48:40.612061206,15,811,534
851,2023-12-14 18:29:11.935193520,96,782,991
852,2023-01-09 10:22:34.455445544,41,218,392
853,2022-02-15 09:51:10.747074707,67,138,775
854,2022-06-16 21:28:21.170117012,79,128,245
855,2023-07-10 08:47:48.766876688,56,293,82
856,2022-12-21 05:33:14.959495948,93,868,419
857,2022-12-17 20:57:14.743474348,76,70,950
858,2023-04-22 19:27:22.844284424,62,174,894
859,2022-06-25 19:14:16.525652564,45,908,399
860,2023-10-13 04:52:20.954095408,65,476,455
861,2023-09-14 21:01:42.610261024,2,945,31
862,2022-06-01 10:00:41.044104410,68,471,981
863,2023-08-16 14:24:22.466246624,5,644,274
864,2022-09-05 10:07:18.523852384,84,308,250
865,2022-03-31 12:10:00.540054005,61,964,97
866,2022-10-26 12:38:40.072007200,53,407,25
867,2023-08-20 04:15:46.174617464,67,413,724
868,2023-06-01 09:08:07.128712872,46,11,949
869,2022-09-18 10:00:32.403240324,34,761,99
870,2023-04-16 04:00:30.243024304,8,14,202
871,2022-02-27 02:12:03.672367237,35,329,104
872,2022-09-23 02:08:53.573357336,33,782,485
873,2023-07-08 05:59:01.674167416,20,149,584
874,2022-02-18 14:56:55.301530153,33,910,156
875,2022-02-11 19:59:47.038703870,80,463,840
876,2023-09-19 09:39:48.118811880,54,918,170
877,2023-07-20 15:51:12.907290728,64,453,369
878,2022-09-02 15:32:20.954095408,3,709,902
879,2023-12-05 01:26:50.441044104,72,352,674
880,2022-08-12 04:23:58.703870388,43,199,301
881,2022-01-12 23:21:24.248424842,65,91,748
882,2023-05-15 17:38:21.710171016,11,581,200
883,2023-02-01 13:48:56.813681368,35,497,473
884,2023-08-30 09:34:02.484248424,24,326,157
885,2023-01-11 07:55:58.055805580,14,393,430
886,2023-11-11 02:44:01.944194416,8,3,866
887,2023-02-07 01:13:44.122412240,12,662,418
888,2023-05-28 00:00:17.281728168,96,159,512
889,2022-06-05 08:37:43.906390638,98,36,963
890,2022-03-17 15:15:12.691269127,67,489,930
891,2022-06-29 07:20:32.403240324,59,458,814
892,2022-01-30 18:53:14.959495949,32,658,791
893,2023-06-27 08:54:34.887488744,43,605,337
894,2023-05-19 21:30:48.064806480,1,264,306
895,2023-11-28 17:00:29.162916288,47,972,907
896,2022-08-03 15:23:42.502250224,74,972,629
897,2023-08-20 13:01:25.328532848,15,483,46
898,2022-06-13 09:22:05.292529252,57,690,130
899,2023-08-29 02:01:41.530153016,39,562,971
900,2023-09-04 08:42:54.977497744,45,553,513
901,2022-01-02 07:32:20.954095409,26,46,630
902,2023-08-10 16:28:48.172817280,22,918,799
903,2022-03-03 16:35:17.011701170,10,617,66
904,2022-07-28 01:41:57.731773176,39,463,671
905,2023-01-06 00:01:26.408640864,74,206,604
906,2023-07-26 15:31:55.031503152,34,871,301
907,2023-11-24 00:52:07.992799280,44,784,370
908,2022-02-03 17:30:17.821782178,62,818,293
909,2022-07-20 11:28:23.330333032,11,141,640
910,2022-06-11 20:34:20.846084608,70,528,943
911,2023-10-27 01:47:08.802880288,33,924,194
912,2022-01-27 01:31:35.589558956,14,86,296
913,2023-09-05 07:29:36.777677768,42,505,659
914,2023-08-06 10:51:13.987398736,23,535,663
915,2022-03-03 14:50:09.180918092,48,217,561
916,2022-10-15 22:34:44.608460844,4,738,503
917,2022-04-03 12:00:21.602160216,5,770,722
918,2023-03-08 21:52:06.912691264,44,651,109
919,2023-12-31 08:13:49.522952296,68,736,362
920,2022-06-23 02:24:26.786678668,31,195,824
921,2022-04-20 01:44:59.189918992,65,951,985
922,2023-09-08 07:19:57.839783976,33,346,701
923,2022-07-29 02:13:47.362736272,87,998,372
924,2022-09-26 05:29:30.297029704,84,30,484
925,2022-06-27 20:17:55.787578758,64,526,598
926,2022-11-19 04:20:57.245724572,3,485,341
927,2023-02-09 21:33:49.522952296,14,649,336
928,2022-07-16 23:22:07.452745274,99,403,372
929,2023-08-15 03:21:45.850585056,27,816,342
930,2022-01-03 06:19:02.754275427,49,699,551
931,2022-02-10 03:41:46.930693069,9,294,503
932,2022-06-19 03:47:23.924392438,48,740,249
933,2023-07-04 03:51:43.150315032,6,84,461
934,2023-09-07 13:48:39.531953192,4,360,679
935,2022-05-26 19:05:38.073807380,50,558,781
936,2022-03-11 20:49:54.059405940,97,586,579
937,2023-12-30 04:11:44.230423040,67,331,377
938,2022-03-11 03:18:35.751575157,87,879,76
939,2022-05-29 06:40:04.320432042,58,456,77
940,2022-12-04 21:04:00.864086408,22,402,803
941,2022-09-14 18:24:00.864086408,73,916,987
942,2023-01-01 18:23:52.223222320,17,320,35
943,2022-05-31 16:29:22.736273626,15,185,342
944,2023-04-08 03:16:08.856885688,26,447,611
945,2023-12-05 13:42:45.256525648,56,902,455
946,2023-07-14 12:40:15.121512152,88,777,712
947,2022-07-23 14:49:00.054005400,11,197,960
948,2023-02-12 16:08:47.092709268,36,577,682
949,2022-05-04 00:24:54.869486948,61,711,165
950,2022-04-30 10:33:31.161116112,6,485,603
951,2022-05-05 11:27:31.485148514,5,518,404
952,2023-04-20 23:39:07.074707472,86,506,669
953,2023-06-12 13:13:05.238523848,93,148,703
954,2022-05-01 12:50:28.622862286,65,889,923
955,2023-04-02 08:50:50.225022504,34,899,645
956,2022-05-28 20:09:17.335733572,32,220,281
957,2023-08-19 19:30:07.020702072,61,113,441
958,2023-02-17 20:33:03.078307828,71,447,426
959,2023-12-30 11:12:15.553555352,55,704,165
960,2023-11-24 16:38:18.469846984,66,228,327
961,2023-11-16 19:24:12.745274528,5,836,713
962,2023-10-20 12:05:24.032403240,18,913,475
963,2022-07-07 04:34:38.127812780,39,535,328
964,2023-05-22 05:34:58.649864984,73,732,715
965,2023-06-29 11:43:21.980198016,48,215,548
966,2022-03-14 01:23:48.982898290,29,760,48
967,2023-04-20 20:08:51.413141312,13,625,43
968,2023-02-15 00:12:57.677767776,12,934,592
969,2022-01-06 02:39:08.154815481,72,315,884
970,2023-10-10 13:47:39.045904592,60,921,213
971,2023-04-14 06:27:06.642664264,8,563,130
972,2022-09-24 14:56:38.019801980,46,862,234
973,2022-06-08 13:43:28.460846084,6,869,830
974,2023-08-11 02:59:35.157515752,83,516,460
975,2023-03-20 03:42:12.853285328,69,476,246
976,2023-06-23 22:33:26.840684064,26,680,810
977,2022-09-17 00:43:03.618361836,24,152,703
978,2022-09-20 18:04:42.988298828,18,275,111
979,2022-12-26 18:43:10.099009900,86,323,396
980,2022-10-14 09:47:00.162016200,69,513,67
981,2022-08-28 23:23:59.783978396,21,327,594
982,2023-08-05 03:18:53.033303328,69,302,399
983,2022-09-03 07:18:31.431143112,89,227,129
984,2023-07-27 12:33:29.000900088,77,702,823
985,2022-05-23 13:59:53.519351934,15,793,5
986,2023-05-02 01:58:57.353735376,56,739,923
987,2022-07-31 08:32:50.117011700,90,927,343
